time;generation biomass;generation fossil brown coal/lignite;generation fossil gas;generation fossil hard coal;generation fossil oil;generation hydro pumped storage consumption;generation hydro run-of-river and poundage;generation hydro water reservoir;generation nuclear;generation other;generation other renewable;generation solar;generation waste;generation wind onshore;forecast solar day ahead;forecast wind onshore day ahead;total load forecast;total load actual;price day ahead;price actual
2017-08-04 15:00:00;254;0;4037;2507;261;634;1020;1066;6518;57;104;4875;277;3454;4993;3339;24753;24953;43,5;59,26
2017-08-04 16:00:00;257;0;4005;2600;260;813;1044;1381;6530;57;108;4169;275;3816;4171;3699;24672;24791;43,97;58,58
2017-08-04 17:00:00;254;0;3982;2623;263;798;1077;1840;6540;57;107;2921;273;4026;2713;4021;24786;24930;47,83;57,3
2017-08-04 18:00:00;259;0;3993;2588;252;428;1109;3127;6548;57;103;1239;267;4340;1261;4194;26370;26221;49,87;57,74
2017-08-04 19:00:00;262;0;4069;2654;252;0;1123;4001;6562;57;102;681;283;4975;704;4708;28779;28669;53,12;59,56
2017-08-04 20:00:00;254;0;4107;2684;251;19;1116;3285;6578;58;106;618;297;4945;627;5177;27411;27322;51,01;58,04
2017-08-04 21:00:00;263;0;4430;2591;248;108;1094;1921;6594;57;106;612;304;4736;616;4825;25701;25451;50,07;53,9
2017-08-04 22:00:00;275;235;3520;3101;232;25;798;900;6043;52;98;680;289;5803;629;5843;23331;23349;48,72;56,83
2017-08-04 23:00:00;272;218;3674;2850;232;645;814;640;6047;52;99;683;286;5657;619;5749;21846;22035;39,69;54,94
2017-08-05 00:00:00;270;210;3649;2684;232;1019;813;632;6049;52;100;679;288;5518;610;5531;21094;21098;38;57,23
2017-08-05 01:00:00;272;169;3678;2677;219;1017;818;505;6052;52;100;678;282;5264;608;5250;20764;20842;37,92;57,08
2017-08-05 02:00:00;272;186;3706;2879;230;1025;819;546;6055;52;100;677;290;4857;632;4948;20804;20748;37,92;54,77
2017-08-05 03:00:00;274;190;3812;3300;224;1110;816;651;6057;52;98;672;297;4442;629;4533;21542;21398;38,69;51,75
2017-08-05 04:00:00;270;193;4126;3772;218;248;821;1027;6058;52;100;487;297;4129;465;4129;23900;23925;43,34;50,41
2017-08-05 05:00:00;271;232;4661;4120;236;23;826;1734;6060;53;97;456;294;3787;453;3803;26659;26566;49,89;49,79
2017-08-05 06:00:00;281;267;4815;4403;289;0;853;2416;6061;54;100;1174;301;3213;1076;3361;29388;28791;51,22;49,3
2017-08-05 07:00:00;280;276;4449;4347;297;0;913;2790;6061;56;101;3188;300;2756;2868;2724;30712;29960;51,89;51,45
2017-08-05 08:00:00;275;286;4573;4389;300;0;923;2292;6058;56;100;4576;306;2636;4277;2420;31150;30637;51,89;51,72
2017-08-05 09:00:00;273;284;4628;4445;301;0;919;2388;6056;58;97;5065;310;2558;4940;2497;31676;30881;51,89;53,5
2017-08-05 10:00:00;275;292;4578;4453;296;0;939;2443;6054;60;100;5324;309;2618;5298;2570;31845;31237;52,15;55,27
2017-08-05 11:00:00;276;290;4567;4465;295;0;957;2406;6048;58;100;5386;307;2577;5466;2594;31666;31201;51,93;57,04
2017-08-05 12:00:00;271;290;4604;4490;288;0;916;2150;6044;56;102;5408;301;2545;5392;2567;30643;30339;51,8;58,07
2017-08-05 13:00:00;272;292;4479;4498;285;0;873;2034;6041;55;99;5329;299;2695;5275;2629;30001;29788;51,19;53,36
2017-08-05 14:00:00;276;292;4612;4509;277;0;876;2205;6038;56;100;5068;290;2911;4993;2848;29984;29703;51,04;49,68
2017-08-05 15:00:00;278;267;4558;4476;281;0;985;2438;6038;55;103;4625;294;3100;4599;3122;29981;29673;51,04;48,26
2017-08-05 16:00:00;272;263;4609;4494;296;0;988;2367;6036;55;102;3931;303;3464;3927;3378;29684;29273;50,09;49,56
2017-08-05 17:00:00;269;288;4648;4504;301;0;997;2453;6033;58;102;2762;304;3706;2875;3738;29428;29112;50,54;49,61
2017-08-05 18:00:00;276;289;4749;4514;302;0;1016;2914;6034;60;106;1379;308;3851;1616;3847;29654;29591;52,71;50,02
2017-08-05 19:00:00;275;290;4733;4526;303;0;983;4405;6034;56;106;753;308;4416;904;4101;30801;30999;56,42;54,49
2017-08-05 20:00:00;271;292;4436;4511;307;0;1017;2973;6036;52;107;671;307;4709;594;4697;29262;29177;54,53;54,21
2017-08-05 21:00:00;268;264;4374;4436;306;0;918;1420;6037;53;103;668;282;4747;563;4760;26789;26557;51,89;50,36
2017-08-05 22:00:00;315;816;5062;5076;313;0;924;979;5998;52;105;729;284;4354;681;4459;26784;26859;50,52;48,72
2017-08-05 23:00:00;311;807;4761;4898;295;0;921;792;6003;52;104;726;296;4382;677;4333;25411;25421;45,7;47,36
2017-08-06 00:00:00;313;857;4197;4724;288;83;830;497;6003;52;104;723;295;4741;672;4561;24416;24491;44,01;42,78
2017-08-06 01:00:00;315;853;4034;4669;286;205;819;501;6001;52;103;721;299;4865;664;4837;24089;24171;42,2;40,27
2017-08-06 02:00:00;314;867;4041;4589;280;205;811;498;6001;52;103;719;298;4708;661;4790;23875;23947;41,24;38,02
2017-08-06 03:00:00;317;866;4217;4658;285;189;832;682;6001;53;104;711;300;4518;635;4548;24166;24348;42,5;37,03
2017-08-06 04:00:00;315;839;4635;4869;288;0;870;739;6003;53;105;558;301;4377;530;4385;25625;25724;45,7;36,87
2017-08-06 05:00:00;316;839;5205;5043;303;0;872;1142;6003;54;106;506;303;4414;608;4414;28026;28171;50,13;36,51
2017-08-06 06:00:00;314;873;5445;5211;316;0;909;1488;6002;54;104;1268;303;4030;1543;4192;30085;30216;51,28;39,71
2017-08-06 07:00:00;312;846;5707;5248;324;0;916;1402;5998;53;103;3265;300;3857;3404;3848;31383;31458;51,28;42,23
2017-08-06 08:00:00;312;841;5746;5243;324;0;924;1791;5993;53;105;4393;297;3915;4318;3890;32277;32352;50,99;42,43
2017-08-06 09:00:00;312;841;6105;5255;321;0;972;1972;6003;53;103;4912;298;3973;4854;4010;32876;33104;50,19;44,7
2017-08-06 10:00:00;310;842;6058;5298;298;13;979;2074;6004;53;102;5122;292;4351;5070;4233;33507;33779;50,86;46,54
2017-08-06 11:00:00;310;840;6084;5002;316;0;970;2062;6014;53;103;5091;295;4933;5185;4839;33763;34022;50,01;51,43
2017-08-06 12:00:00;318;841;6050;4940;336;0;906;1323;6017;52;104;4939;304;5600;5136;5482;32972;33340;48,26;58,15
2017-08-06 13:00:00;330;806;5746;4930;339;0;949;1732;6014;52;104;4589;303;5878;4929;5986;32652;33051;46,95;57,75
2017-08-06 14:00:00;340;854;5784;4976;337;0;952;1812;6010;52;104;4101;303;6291;4552;6147;32716;33241;47,01;56,5
2017-08-06 15:00:00;350;876;5744;4998;337;0;975;1922;6011;53;105;3386;293;6781;3881;6491;32854;33371;48,26;55,54
2017-08-06 16:00:00;347;868;5464;5108;339;0;967;2030;6010;52;107;2682;294;7033;3045;6857;32513;32971;48,26;53,92
2017-08-06 17:00:00;349;870;5490;5227;341;0;989;1631;6010;52;107;1755;301;7440;2070;7227;31985;32410;49,02;55,46
2017-08-06 18:00:00;349;850;5681;5296;340;0;1002;1482;6011;55;106;1036;304;6953;1211;7004;31854;31869;50,99;59,27
2017-08-06 19:00:00;351;639;5774;5270;343;0;1006;1704;6015;60;105;724;310;6161;717;6341;31743;31878;51,49;62,66
2017-08-06 20:00:00;346;566;5647;5191;344;0;987;1815;6021;53;106;637;313;5670;551;5844;30912;30810;51,04;64,11
2017-08-06 21:00:00;345;538;5788;5162;341;0;987;1160;6024;52;105;556;307;4849;527;5298;28452;28590;46,95;62,52
2017-08-06 22:00:00;405;827;6901;5016;296;13;656;842;5799;48;89;324;329;4691;316;4722;27879;27432;45;57,01
2017-08-06 23:00:00;405;764;6504;4845;285;8;616;881;5600;48;83;220;323;3925;289;4315;26284;25865;45;50,12
2017-08-07 00:00:00;407;828;6352;4661;285;302;604;592;5504;46;88;192;322;3510;228;3545;25004;24635;42,38;47,08
2017-08-07 01:00:00;404;822;5954;4542;280;359;584;366;5504;47;90;192;322;3380;185;3370;24238;23959;42,38;46,41
2017-08-07 02:00:00;406;801;6104;4434;283;544;592;367;5511;48;91;193;323;3224;181;3208;23886;23624;41,11;46,35
2017-08-07 03:00:00;406;825;6085;4447;264;652;589;450;5511;48;89;190;328;3296;152;3187;23595;23352;41,04;46,82
2017-08-07 04:00:00;404;791;6095;4276;255;882;604;412;5519;48;88;177;329;3606;167;3448;23266;23216;41;50,33
2017-08-07 05:00:00;403;808;6404;4243;252;982;619;478;5522;48;87;191;326;3946;338;3760;23454;23598;40,3;56,34
2017-08-07 06:00:00;400;732;6748;4504;253;393;636;671;5520;48;87;639;328;3752;876;3836;25152;25281;45,4;59,51
2017-08-07 07:00:00;395;794;6908;5079;253;138;696;737;5516;48;99;1589;334;3600;2076;3514;27411;27430;52,15;60,18
2017-08-07 08:00:00;394;859;6661;5398;253;135;723;1066;5508;48;99;2642;335;3698;3064;3565;29307;29125;53,81;59,93
2017-08-07 09:00:00;393;836;6886;5433;252;135;733;1299;5501;48;99;3401;336;3455;3477;3563;30053;29883;53,89;61,12
2017-08-07 10:00:00;394;836;6637;5510;252;187;737;1291;5499;48;97;3939;338;3553;3794;3507;30500;30214;54,52;61,02
2017-08-07 11:00:00;392;787;6553;5407;252;204;733;1171;5500;48;101;4246;339;3733;3997;3708;30697;30331;54,81;60,44
2017-08-07 12:00:00;389;752;6091;5229;250;352;698;901;5499;48;100;4365;337;4218;4050;4057;30159;29716;53,93;58,6
2017-08-07 13:00:00;393;726;6075;4847;245;501;665;733;5496;51;91;4513;335;4717;3929;4456;28857;28579;50,1;56,75
2017-08-07 14:00:00;392;698;5756;4364;244;501;666;546;5498;48;91;4185;343;5589;3895;5315;28024;27945;45,99;54,88
2017-08-07 15:00:00;387;709;6819;4463;245;664;680;737;5497;46;92;3580;345;5106;3580;5506;27811;27595;45,5;52,56
2017-08-07 16:00:00;380;714;7168;4784;244;549;683;819;5501;46;91;3104;342;4376;3067;4560;27823;27669;46,84;51,9
2017-08-07 17:00:00;380;746;6817;5103;244;435;694;765;5502;46;90;2621;345;4248;2292;4317;27929;27818;48,01;53,68
2017-08-07 18:00:00;367;788;6883;5412;244;151;688;900;5502;46;90;1809;345;4079;1388;4186;27937;28013;52,71;53,35
2017-08-07 19:00:00;371;822;7228;5550;245;4;695;1255;5517;46;91;847;343;3919;827;3938;28288;28383;54,81;59,08
2017-08-07 20:00:00;385;871;7714;5636;246;0;726;1783;5520;49;89;595;342;3505;593;3638;28469;28532;54,89;57,7
2017-08-07 21:00:00;387;866;7226;5621;243;0;689;1299;5531;46;89;573;337;3183;490;3287;27158;26911;53,02;53,01
2017-08-07 22:00:00;356;605;6379;3227;350;331;554;668;6857;17;89;406;300;7743;430;7564;28934;29000;44,01;49,82
2017-08-07 23:00:00;358;634;5880;3188;335;505;537;541;6860;14;92;337;303;7607;410;7597;27110;27096;40,56;47,15
2017-08-08 00:00:00;359;539;5751;3060;329;1152;531;483;6862;14;93;300;303;7571;312;7467;25865;25821;39,42;45,55
2017-08-08 01:00:00;357;558;5662;3006;325;1447;528;505;6865;14;93;202;302;7339;185;7491;25101;25155;39,42;45,36
2017-08-08 02:00:00;358;584;5420;2967;319;1331;554;532;6866;14;88;170;303;6999;142;7031;24841;24833;39,42;44,99
2017-08-08 03:00:00;356;590;5537;2936;331;1336;568;556;6878;15;92;169;307;6958;114;6955;25061;25025;39,61;45,25
2017-08-08 04:00:00;349;619;6287;2879;334;1086;584;541;6889;14;91;169;300;6840;59;6827;26416;26350;40,56;46,43
2017-08-08 05:00:00;355;602;6931;3158;344;612;587;667;6905;14;90;198;304;6448;179;6578;27851;27624;41,01;46,66
2017-08-08 06:00:00;352;600;7656;3330;349;474;601;785;6912;14;91;669;306;5857;758;6034;29879;29650;44,01;50,66
2017-08-08 07:00:00;353;575;8304;3435;352;0;621;863;6907;15;88;2091;309;5469;2186;5531;32062;31775;47,7;54,02
2017-08-08 08:00:00;353;585;8302;3432;353;0;638;952;6903;15;89;3798;305;5438;3674;5401;33234;33242;45,88;52,48
2017-08-08 09:00:00;353;629;8571;3430;353;0;641;992;6897;15;86;4364;299;5511;4419;5446;34086;34021;47,16;54,31
2017-08-08 10:00:00;354;657;8839;3501;350;0;681;1088;6890;14;84;4772;299;5657;4962;5550;35041;34667;49,7;56,42
2017-08-08 11:00:00;353;658;8574;3460;344;82;693;1236;6881;14;86;4993;299;5993;5240;5865;35457;35059;50,5;57,38
2017-08-08 12:00:00;355;597;8294;3337;344;273;694;1319;6881;15;92;5045;303;6260;5240;6216;35024;34565;50,1;57,15
2017-08-08 13:00:00;339;648;8236;3270;344;665;669;1107;6884;15;94;5046;304;6377;5051;6273;34419;33744;48,4;54,88
2017-08-08 14:00:00;350;658;8067;3203;344;713;650;832;6887;14;96;4909;306;6589;4821;6505;34401;33695;50,68;56,63
2017-08-08 15:00:00;347;658;8138;3177;341;914;649;831;6885;13;97;4595;309;6617;4400;6646;34225;33590;50,5;56,32
2017-08-08 16:00:00;355;650;7910;3085;345;913;642;796;6885;13;98;4057;311;6521;3837;6652;33754;32989;50,68;57,16
2017-08-08 17:00:00;355;589;7970;3056;351;907;647;779;6886;13;97;3292;311;6274;2941;6283;33377;32451;50,1;56,72
2017-08-08 18:00:00;352;589;8297;3073;357;443;664;1151;6886;15;98;1974;310;5624;1741;5885;33051;32091;50,95;57,38
2017-08-08 19:00:00;349;642;9188;3463;359;63;677;1770;6889;16;97;1011;309;5068;887;5252;33732;32835;55,47;61,89
2017-08-08 20:00:00;346;648;8847;3421;361;0;677;1667;6892;16;97;792;303;4963;670;5107;32588;31847;51,89;58,35
2017-08-08 21:00:00;351;655;8319;3255;363;88;622;977;6894;16;96;773;307;4965;628;4947;30272;29689;50,03;56,53
2017-08-08 22:00:00;390;629;6867;3655;330;0;426;1078;6715;56;90;275;331;3724;324;3826;27676;27845;50,79;54,65
2017-08-08 23:00:00;391;633;6123;3624;327;0;425;1300;6729;56;88;121;327;3430;273;3462;26229;26383;49,63;52,23
2017-08-09 00:00:00;390;655;5814;3617;339;0;413;1055;6738;56;91;70;326;3182;167;3237;25120;25326;47,51;48,86
2017-08-09 01:00:00;389;641;5638;3606;329;0;411;1207;6748;55;92;67;331;2894;110;2954;24562;24843;46,9;46,85
2017-08-09 02:00:00;391;642;5650;3656;324;0;407;1047;6760;55;93;66;326;2612;28;2708;24290;24547;46,73;46,01
2017-08-09 03:00:00;394;628;5692;3699;336;0;415;1138;6769;56;90;66;327;2442;5;2426;24537;24749;48,9;46,23
2017-08-09 04:00:00;396;634;7325;3687;341;0;418;1229;6784;56;91;66;328;2272;2;2282;26041;26438;50,9;50,29
2017-08-09 05:00:00;394;620;9110;3687;349;0;435;1546;6793;56;91;76;331;1924;64;2020;28022;28556;52,27;53,22
2017-08-09 10:00:00;405;589;9762;3213;345;0;516;2060;6790;53;97;4837;323;811;4769;798;33689;33389;53,01;57,51
2017-08-09 11:00:00;402;608;9539;3357;335;0;526;1935;6790;56;98;5116;319;1025;5181;1022;34123;33809;52,94;57,72
2017-08-09 12:00:00;405;594;9274;3327;340;0;510;1613;6785;54;98;5156;318;1384;5165;1363;33420;33127;52;56,93
2017-08-09 13:00:00;403;591;9038;3223;343;0;478;1412;6774;56;100;5094;324;2051;4998;1894;32711;32542;50,95;53,85
2017-08-09 14:00:00;400;596;8755;3217;346;0;461;1318;6766;54;101;4877;324;2717;4670;2583;32633;32316;50,57;52,44
2017-08-09 15:00:00;396;579;8248;3204;346;0;452;973;6762;53;101;4414;323;3564;4193;3304;32573;32245;49,88;49,87
2017-08-09 16:00:00;400;585;7812;3049;348;81;450;1007;6762;55;102;3589;321;4243;3366;4137;32101;31757;49,6;48,46
2017-08-09 17:00:00;391;588;7691;3037;351;18;451;1384;6742;56;101;2156;321;4486;2156;4690;31655;31226;49,63;49,12
2017-08-09 18:00:00;397;596;8424;3073;348;0;460;1731;6742;55;100;983;322;4468;1074;4605;32196;31740;51,68;50,15
2017-08-09 19:00:00;403;616;8729;3318;348;0;469;1847;6754;54;98;672;326;4880;607;4712;32864;32301;52,1;55,42
2017-08-09 20:00:00;398;581;7418;3271;349;116;444;1356;6782;54;100;648;322;4974;564;5064;30514;29941;50,34;53,15
2017-08-09 21:00:00;392;568;6820;2823;345;309;435;1001;6801;55;102;554;314;4850;555;4945;28483;27937;45,97;49,76
2017-08-09 22:00:00;383;553;6251;4703;259;0;394;395;5973;56;94;278;328;4020;235;4071;23660;23586;57,51;45,96
2017-08-09 23:00:00;379;433;5762;4672;259;264;372;291;5979;55;92;240;332;3771;197;3811;22423;22223;53;43,79
2017-08-10 00:00:00;379;393;5295;4694;259;744;360;387;5983;56;89;148;340;3587;116;3603;21530;21290;49,51;41,33
2017-08-10 01:00:00;372;385;5121;4626;259;861;359;303;5984;56;94;63;341;3388;57;3409;20943;20776;48,59;41,69
2017-08-10 02:00:00;369;380;4899;4520;257;860;348;233;5985;55;93;63;344;3207;34;3201;20633;20489;48,06;42,19
2017-08-10 03:00:00;370;379;4872;4523;260;858;335;209;5985;54;92;62;345;3097;25;3013;20509;20347;48,59;43,72
2017-08-10 04:00:00;374;394;5093;4555;260;942;334;181;5986;54;92;62;339;3095;20;3034;20727;20614;49,48;45,94
2017-08-10 05:00:00;372;391;5369;4454;254;856;331;231;5986;55;92;63;335;3191;22;3147;21273;21356;48,59;48,26
2017-08-10 06:00:00;382;378;5132;4423;225;853;335;271;5988;55;92;127;332;3051;200;3095;21416;21489;48,59;52,28
2017-08-10 07:00:00;385;387;5761;4514;225;687;367;388;5989;56;91;1081;336;2730;1013;2863;22595;23028;52,01;54,02
2017-08-10 08:00:00;379;418;5644;4655;225;243;382;518;5989;56;91;2573;341;2243;2591;2369;23950;24429;56,87;52,47
2017-08-10 09:00:00;377;422;5564;4738;225;98;395;587;5987;56;93;4211;343;1956;4175;1985;24716;25246;55,04;53,27
2017-08-10 10:00:00;374;429;5449;4777;224;0;396;773;5986;54;94;4704;345;1764;4585;1818;25101;25652;56,86;55,54
2017-08-10 11:00:00;375;429;5569;4761;223;0;395;756;5984;56;93;4851;339;1612;5018;1697;25634;26068;57,81;56,42
2017-08-10 12:00:00;378;418;5258;4772;224;0;390;923;5981;55;92;4847;308;1536;5014;1580;25531;25814;58,47;57,64
2017-08-10 13:00:00;377;389;4926;4705;223;2;375;1190;5977;55;94;4759;301;1754;4712;1714;24496;24750;51,56;56,85
2017-08-10 14:00:00;381;392;4853;4683;222;400;385;1014;5974;54;95;4501;310;1977;4377;1961;23818;23922;48,59;56,73
2017-08-10 15:00:00;381;508;5070;4785;211;414;367;628;5972;54;96;3991;313;2306;3772;2268;23638;23895;47,57;56,64
2017-08-10 16:00:00;385;599;5409;4774;222;197;363;1476;5969;55;95;2856;314;2506;2637;2623;23869;24233;49,2;55,91
2017-08-10 17:00:00;382;617;6896;4778;222;0;364;1325;5970;55;94;1198;318;2778;1310;2699;24590;25124;58,14;55,68
2017-08-10 18:00:00;381;642;8541;4908;224;0;390;1952;5965;55;93;592;327;3183;650;3119;27534;27868;63,76;55,73
2017-08-10 19:00:00;383;671;8461;4865;243;0;402;2148;5965;54;94;423;331;3523;409;3453;28035;28159;64,64;58,47
2017-08-10 20:00:00;386;665;8298;4764;256;0;389;1320;5968;52;93;313;326;3562;342;3608;26830;26683;62,46;57,63
2017-08-10 21:00:00;386;644;7392;4706;253;0;378;790;5978;46;93;258;330;3576;272;3612;25080;24964;60,53;56,02
2017-08-10 22:00:00;351;429;6495;5519;307;95;394;524;5009;47;85;87;258;7552;11;7585;25452;25667;54,88;47,07
2017-08-10 23:00:00;350;433;5851;5467;303;12;392;526;5005;47;84;44;259;7312;19;7349;24089;24324;51,03;43,74
2017-08-11 00:00:00;347;434;5603;5065;303;0;400;312;5003;47;85;44;254;7163;12;7251;23308;23422;48,6;42,17
2017-08-11 01:00:00;358;440;5931;5078;296;186;411;353;5006;47;84;44;255;6634;12;6904;23093;23121;47,95;41,93
2017-08-11 02:00:00;367;443;5775;5327;291;194;413;389;5025;48;83;43;251;6459;11;6443;23020;22940;47,81;40,62
2017-08-11 03:00:00;366;484;5802;5485;302;145;415;363;5028;48;82;43;246;6273;11;6335;23560;23518;49,59;40,99
2017-08-11 04:00:00;366;581;6645;5684;303;0;418;703;5029;49;82;43;251;6191;12;6119;25776;25886;55;45,45
2017-08-11 05:00:00;363;597;8721;5869;299;0;463;1996;5030;53;83;42;234;6102;37;6129;29426;29619;60,43;46,94
2017-08-11 12:00:00;358;658;9803;5840;329;0;458;1557;5025;55;86;3579;250;6275;3680;6024;31894;31994;59,47;55,55
2017-08-11 13:00:00;357;658;9195;5791;334;0;459;836;5016;51;84;3324;251;7173;3355;6785;31294;31328;57;54,61
2017-08-11 14:00:00;356;611;9306;5827;335;243;470;752;5009;58;86;2661;252;7501;2715;7498;31130;31145;56,02;54,97
2017-08-11 15:00:00;357;641;9832;5875;334;53;511;1458;5008;57;85;1309;254;7566;1604;7589;31724;31612;57,32;55,36
2017-08-11 20:00:00;363;643;9816;5872;335;0;528;1621;5014;48;93;92;253;7332;67;7399;30094;30781;60,58;54,54
2017-08-11 21:00:00;361;631;8305;5729;334;0;475;690;5026;48;92;34;263;7327;23;7330;27398;27983;58,5;52,2
2017-08-11 22:00:00;383;916;6014;6670;327;302;525;1323;6855;54;103;40;312;4562;10;4628;28126;28268;60,07;53,08
2017-08-11 23:00:00;389;894;5498;6453;326;862;513;1064;6854;53;103;42;312;4588;11;4623;25879;25988;57,04;53,72
2017-08-12 00:00:00;391;924;5599;6311;326;1574;501;782;6856;53;102;42;315;4870;17;4796;24297;24470;56,08;48,47
2017-08-12 04:00:00;392;965;5685;6046;314;669;533;1501;6848;55;104;32;324;4889;19;4945;23864;24153;58;45,31
2017-08-12 05:00:00;389;967;6577;5978;315;496;551;1958;6849;55;103;32;324;4878;3;4882;25018;25405;66,08;45,11
2017-08-12 06:00:00;391;938;6708;5668;306;404;550;1957;6847;55;101;87;310;4991;114;5037;25501;26395;68,2;48,27
2017-08-12 07:00:00;392;937;7362;5682;313;75;587;1363;6841;55;101;720;302;4800;573;4924;27211;28551;69,94;52,11
2017-08-12 08:00:00;392;941;7453;5693;313;0;595;1375;6838;55;100;1647;301;4612;1155;4676;28825;30568;70,51;50,18
2017-08-12 09:00:00;391;940;7192;5661;312;0;603;1293;6832;54;100;2392;304;4801;1815;4678;29417;31146;70,62;52,79
2017-08-12 10:00:00;390;918;7083;5627;305;0;616;1539;6824;54;104;2717;345;5337;2209;5150;29234;30833;71,01;52,87
2017-08-12 11:00:00;386;922;7298;5673;314;0;625;1022;6758;54;108;2610;333;5717;2308;5568;29605;30974;67,9;53,02
2017-08-12 12:00:00;391;922;7291;5692;316;0;638;583;6669;54;108;2262;337;6388;2239;6048;29412;30542;63,56;53,68
2017-08-12 13:00:00;384;897;7413;5664;314;0;643;460;6658;56;109;1959;336;6640;1938;6636;28485;29597;62,2;53,27
2017-08-12 14:00:00;391;895;7507;5682;314;0;637;999;6653;55;108;1617;325;6253;1407;6532;27887;29139;65,36;53,18
2017-08-12 15:00:00;392;917;7430;5646;314;0;654;1532;6655;55;108;908;339;6183;758;6088;28364;29613;71,69;53,13
2017-08-12 16:00:00;392;969;7847;5640;314;0;704;2559;6684;56;107;115;344;6478;249;6445;30631;31361;78,66;54,32
2017-08-12 17:00:00;394;978;7735;5629;303;0;743;2845;6713;55;108;61;345;6521;43;6617;31713;32011;79,45;53,6
2017-08-12 18:00:00;397;979;7913;5615;300;0;771;2366;6744;55;108;56;341;6678;15;6656;32494;32611;80,59;53,51
2017-08-12 19:00:00;395;985;7866;5630;309;0;750;1524;6763;56;108;56;344;6682;10;6633;32770;32579;80;53,56
2017-08-12 20:00:00;398;926;7849;5665;320;0;710;1044;6789;56;105;56;340;6684;15;6646;31430;31746;74,26;52,54
2017-08-12 21:00:00;392;836;6670;5636;325;7;650;651;6813;55;105;55;345;6562;17;6522;29290;29631;66,87;50,49
2017-08-12 22:00:00;387;291;5828;1652;230;293;474;381;6897;55;90;688;319;6203;626;6196;25219;24865;46,46;53,66
2017-08-12 23:00:00;385;194;5253;1533;231;399;458;323;6902;56;90;671;324;6128;616;6064;23750;23409;42,42;50,39
2017-08-13 00:00:00;389;190;4704;1482;234;726;453;271;6904;56;89;668;318;5973;608;5950;22613;22268;39,4;47,16
2017-08-13 01:00:00;365;197;4895;1467;234;776;454;300;6906;56;88;667;317;5440;599;5556;21878;21573;38,83;47,05
2017-08-13 02:00:00;344;194;4759;1401;230;798;452;319;6908;55;89;622;318;5087;566;5096;21490;21120;36,4;45,07
2017-08-13 03:00:00;339;198;4846;1448;231;875;444;299;6909;55;91;521;317;4953;457;4934;21202;20947;34,83;43,69
2017-08-13 04:00:00;339;210;4954;1475;234;757;450;361;6904;55;89;390;321;4772;335;4857;21214;20940;35;44,1
2017-08-13 05:00:00;335;200;4741;1382;237;741;460;391;6900;56;88;279;323;4524;328;4635;20907;20392;34,83;43,76
2017-08-13 06:00:00;339;213;4712;1396;233;849;466;417;6594;55;91;759;317;4207;895;4330;21491;20630;35,66;45,54
2017-08-13 07:00:00;368;201;4892;1480;236;705;513;621;6543;55;93;2143;312;3573;2167;3829;22796;22099;38,93;47,48
2017-08-13 08:00:00;388;200;4023;1534;236;332;534;973;6539;55;88;4024;294;3215;3794;3273;24160;23687;43,4;50,14
2017-08-13 09:00:00;389;200;4263;1627;235;168;550;820;6784;54;85;4754;309;3158;4477;3152;25109;24874;42,19;48,85
2017-08-13 10:00:00;387;202;4222;1938;235;28;560;763;6890;55;88;5075;321;3161;5033;3198;25974;25654;45,15;51,69
2017-08-13 11:00:00;387;189;4093;2077;234;5;568;644;6886;55;88;5255;322;3267;5281;3234;26648;26238;46,46;53,15
2017-08-13 12:00:00;388;193;4372;1973;232;252;549;588;6882;55;86;5259;323;3613;5258;3443;26972;26457;46,46;53,37
2017-08-13 13:00:00;379;191;4335;1827;230;326;509;539;6880;54;87;5176;322;3916;5147;3827;26348;25928;43,4;49,99
2017-08-13 14:00:00;377;192;4209;1709;228;444;485;620;6875;55;86;4946;323;4271;4876;4102;25877;25518;40;46,73
2017-08-13 15:00:00;383;220;4152;1497;233;336;471;707;6874;56;87;4538;323;4597;4485;4528;25684;25422;40;46,38
2017-08-13 16:00:00;381;316;4335;1448;249;335;469;751;6851;56;88;3939;321;4946;3865;4859;25759;25438;42,01;48,7
2017-08-13 17:00:00;381;373;4577;1531;254;316;479;952;6855;55;87;3023;321;5216;2977;5193;25992;25641;44,01;51,19
2017-08-13 18:00:00;381;418;4810;1859;248;96;488;1381;6868;56;87;1568;321;5237;1677;5392;26274;26148;46,46;53,12
2017-08-13 19:00:00;385;412;4929;2125;255;0;503;1995;6877;56;85;805;326;5300;830;5298;28205;27966;47,81;54,74
2017-08-13 20:00:00;384;403;5009;2164;259;0;495;1773;6880;56;87;682;323;5391;650;5473;28475;28068;48,1;54,98
2017-08-13 21:00:00;386;411;5204;2068;260;42;467;997;6883;56;87;670;320;5510;617;5492;27092;26472;47,5;54,36
2017-08-13 22:00:00;387;412;5356;1832;256;0;470;530;6887;56;86;653;319;5503;599;5457;24899;24945;45;53,82
2017-08-13 23:00:00;385;386;4715;1655;253;236;470;348;6887;55;82;569;325;5700;566;5590;23612;23385;42,11;51,59
2017-08-14 00:00:00;369;378;4848;1449;253;961;459;291;6889;55;84;506;322;5724;494;5777;22427;22274;37,51;47,11
2017-08-14 01:00:00;368;377;5070;1428;254;1148;457;299;6889;55;85;471;308;5394;447;5511;21948;21679;36,61;46,8
2017-08-14 02:00:00;374;388;5236;1462;254;970;459;305;6892;56;84;362;310;5017;340;4998;21685;21457;37,01;46,59
